model	response	row_id	x	observed	yrep_median	yrep_q05	yrep_q95	residual_obs_minus_yrep_median	std_residual	pp_p_upper	pp_p_two_tail	outside_yrep90
base_k0	befa.st	1	0.243969428516133	1.52411810340894	1.42330906554476	1.12333931594843	2.19816622858248	0.100809037864178	0.279195255147936	0.382	0.764	FALSE
base_k0	befa.st	2	0.243969428516133	1.4467525298988	1.45428821133809	1.10420915797036	2.27777080118739	-0.00753568143929417	-0.0204042788879489	0.509	0.982	FALSE
base_k0	befa.st	3	0.243969428516133	1.70867449789702	1.44931020199706	1.1068009115436	2.15758292394472	0.259364295899955	0.78753263902798	0.226	0.452	FALSE
base_k0	befa.st	4	0.243969428516133	1.46064873019864	1.45644796484041	1.11511008950366	2.17160235597453	0.00420076535822989	0.0121479352516703	0.489	0.978	FALSE
base_k0	befa.st	5	0.243969428516133	2.2149452648452	1.43824390258442	1.10298505035819	2.14596491987554	0.77670136226078	2.22678188264954	0.039	0.078	TRUE
base_k0	befa.st	6	0.795171711003984	1.42945196127514	1.30124140322204	1.07691689229954	1.83660737965872	0.128210558053096	0.531164966280474	0.298	0.596	FALSE
base_k0	befa.st	7	0.795171711003984	1.58385487028204	1.30257208646019	1.07025636754843	1.83891769102782	0.281282783821851	1.14973890947287	0.144	0.288	FALSE
base_k0	befa.st	8	0.795171711003984	1.52887982729671	1.31603273420736	1.07198192049424	1.81269230067979	0.212847093089352	0.873896199200967	0.213	0.426	FALSE
base_k0	befa.st	9	0.795171711003984	1.45941663114871	1.32237531144466	1.08216392594334	1.82624691719406	0.137041319704048	0.580284012555809	0.266	0.532	FALSE
base_k0	befa.st	10	0.795171711003984	1.35149933527008	1.32934856407789	1.0766671006584	1.81722281254996	0.0221507711921918	0.0950382604307791	0.459	0.918	FALSE
base_k0	befa.st	11	0.411394211153425	1.15775084789854	1.34215363330097	1.08271828730294	1.9246690494637	-0.184402785402429	-0.705249527685964	0.846	0.308	FALSE
base_k0	befa.st	12	0.411394211153425	1.68517221283635	1.35747994999209	1.08487213898084	1.90251731799578	0.327692262844255	1.25931756819868	0.133	0.266	FALSE
base_k0	befa.st	13	0.411394211153425	1.22396125414224	1.32876708815612	1.09136121834795	1.86294329679078	-0.10480583401388	-0.417366333112428	0.708	0.584	FALSE
base_k0	befa.st	14	0.411394211153425	1.76004374897732	1.34639342082655	1.08738641353537	1.93673893572848	0.413650328150766	1.59575082857559	0.106	0.212	FALSE
base_k0	befa.st	15	0.411394211153425	1.42278488580653	1.33526274828747	1.08517472031873	1.85950257454847	0.0875221375190613	0.34747864931491	0.37	0.74	FALSE
base_k0	befa.st	16	0.455330167427783	1.03976339139008	1.3380274627031	1.08022747634165	1.90554835465134	-0.298264071313016	-1.14582979785589	0.984	0.032	TRUE
base_k0	befa.st	17	0.455330167427783	1.4419919170223	1.34731614025108	1.08994405276972	1.88391635685242	0.094675776771217	0.377391976627584	0.356	0.712	FALSE
base_k0	befa.st	18	0.455330167427783	1.08574966463729	1.33349257940915	1.07972253292619	1.838410081732	-0.247742914771856	-1.00612781216824	0.942	0.116	FALSE
base_k0	befa.st	19	0.455330167427783	1.23250070561671	1.31791308219047	1.08742053161718	1.91467893785555	-0.0854123765737553	-0.333656542155039	0.669	0.662	FALSE
base_k0	befa.st	20	0.455330167427783	1.2802782645082	1.34312503960503	1.08340697008565	1.87795350258042	-0.0628467750968293	-0.250298139065927	0.591	0.818	FALSE
base_k0	befa.st	21	0.455330167427783	1.26876650103185	1.33305933992315	1.07693471131906	1.96219098367822	-0.0642928388912987	-0.235573951230344	0.603	0.794	FALSE
base_k0	befa.st	22	0.455330167427783	1.22604314600663	1.31492849550866	1.07725826559586	1.84812947921091	-0.0888853495020339	-0.352358068143755	0.658	0.684	FALSE
base_k0	befa.st	23	0.455330167427783	1.26274336246921	1.33640771805027	1.07885329087917	1.85379956950364	-0.0736643555810559	-0.297945323186633	0.636	0.728	FALSE
base_k0	befa.st	24	0.455330167427783	1.26010930216538	1.33805107798746	1.08628794671745	1.87708640944031	-0.0779417758220753	-0.312031985798142	0.644	0.712	FALSE
base_k0	befa.st	25	0.455330167427783	1.21059630728906	1.33436951801868	1.08438842435792	1.89346298550966	-0.123773210729615	-0.478468452367513	0.724	0.552	FALSE
base_k0	befa.st	26	0.612170215146668	1.12234518820959	1.33204486094397	1.07711042483617	1.89178172458401	-0.209699672734383	-0.843537317528719	0.875	0.25	FALSE
base_k0	befa.st	27	0.612170215146668	1.17886080541783	1.30211409476617	1.07882631193591	1.80935859969822	-0.123253289348336	-0.55056778156632	0.766	0.468	FALSE
base_k0	befa.st	28	0.612170215146668	1.21417210116113	1.3058979267397	1.08600368882581	1.80814376651369	-0.091725825578566	-0.405117008728097	0.695	0.61	FALSE
base_k0	befa.st	29	0.612170215146668	1.18800344366119	1.3390426817816	1.07646699002593	1.86711684758458	-0.151039238120414	-0.605590780468397	0.784	0.432	FALSE
base_k0	befa.st	30	0.612170215146668	1.20977469174466	1.30675903282871	1.0751545189983	1.81032329626687	-0.096984341084053	-0.404446311434543	0.687	0.626	FALSE
base_k0	befa.st	31	0.612170215146668	1.41614782252605	1.3192639285011	1.07779754959213	1.83859423497693	0.0968838940249483	0.406185391155328	0.335	0.67	FALSE
base_k0	befa.st	32	0.612170215146668	1.33806357274658	1.31980966563543	1.07534243482296	1.79812943142808	0.0182539071111516	0.0802567836697183	0.472	0.944	FALSE
base_k0	befa.st	33	0.612170215146668	1.18327477160928	1.31473696219858	1.08668085782209	1.78629467782039	-0.131462190589296	-0.590653610861674	0.772	0.456	FALSE
base_k0	befa.st	34	0.612170215146668	1.22675399424432	1.30347852714068	1.07959145848678	1.83009724998015	-0.0767245328963635	-0.321709085254114	0.674	0.652	FALSE
base_k0	befa.st	35	0.612170215146668	1.23630067223467	1.3150792488819	1.07695255450534	1.82616928976849	-0.0787785766472313	-0.335330558244708	0.652	0.696	FALSE
base_k0	befa.st	36	0.376570045777113	1.10437013244637	1.35431768411206	1.08151355798574	1.88977828577742	-0.249947551665693	-0.980146101569802	0.926	0.148	FALSE
base_k0	befa.st	37	0.376570045777113	1.01939462793151	1.34195774101231	1.09670490941846	1.97319366078496	-0.322563113080798	-1.18494119111555	0.998	0.004	TRUE
base_k0	befa.st	38	0.376570045777113	1.22162188894796	1.35883951933179	1.08141815991996	1.92106588348518	-0.137217630383826	-0.504969081141903	0.726	0.548	FALSE
base_k0	befa.st	39	0.376570045777113	1.1391497353594	1.3481200921913	1.08260054135884	1.99135680455731	-0.208970356831901	-0.741470492008951	0.863	0.274	FALSE
base_k0	befa.st	40	0.376570045777113	1.10120202493254	1.34658302161135	1.09906707683441	1.90277004206251	-0.245380996678809	-0.927404904636652	0.946	0.108	FALSE
base_k0	befa.st	41	0.375441056447258	1.07075252583904	1.34563981704346	1.08274933906612	1.89107198906897	-0.274887291204417	-1.06864634772406	0.961	0.0780000000000001	TRUE
base_k0	befa.st	42	0.375441056447258	1.11235996132942	1.34019809804201	1.07707090046561	1.88922083953744	-0.227838136712588	-0.868346267680125	0.906	0.188	FALSE
base_k0	befa.st	43	0.375441056447258	1.09201321215354	1.33273299156906	1.09106055199083	1.91103037515536	-0.240719779415516	-0.877917331082722	0.948	0.104	FALSE
base_k0	befa.st	44	0.375441056447258	1.05265185565686	1.35047549554882	1.09224209316725	1.93324272678798	-0.297823639891965	-1.05908689189553	0.984	0.032	TRUE
base_k0	befa.st	45	0.375441056447258	1.75171317906445	1.35197910623191	1.08038378012334	1.9774295363709	0.39973407283254	1.36898853456672	0.117	0.234	FALSE
base_k0	befa.st	46	0.426283834851898	1.090992143953	1.33658774057422	1.08616544579113	1.86823427482691	-0.245595596621219	-1.00679169239201	0.945	0.11	FALSE
base_k0	befa.st	47	0.426283834851898	1.0554530249726	1.33684778181563	1.07481387451075	1.8517323972598	-0.281394756843027	-1.10950818592745	0.972	0.056	TRUE
base_k0	befa.st	48	0.426283834851898	1.11124250358983	1.36003572775949	1.08291246128886	1.84784401135522	-0.24879322416966	-0.978985339913715	0.906	0.188	FALSE
base_k0	befa.st	49	0.426283834851898	1.15671101791278	1.34120330138407	1.08192009599817	1.89599940464261	-0.184492283471292	-0.704619457831567	0.825	0.35	FALSE
base_k0	befa.st	50	0.426283834851898	1.05218223301685	1.33168580289061	1.08030200392528	1.87064425077459	-0.279503569873755	-1.04695976915389	0.973	0.054	TRUE
base_k0	befa.st	51	0.606663937427775	1.40045056115344	1.31057085421469	1.07633967498123	1.85906992274147	0.0898797069387538	0.355811702962683	0.357	0.714	FALSE
base_k0	befa.st	52	0.606663937427775	1.32955639614856	1.31679653838602	1.07871639173187	1.82349451413122	0.0127598577625359	0.0525946734956401	0.477	0.954	FALSE
base_k0	befa.st	53	0.606663937427775	1.25109382739345	1.3069858046143	1.08946720476689	1.87043323348894	-0.0558919772208546	-0.228272907171327	0.606	0.788	FALSE
base_k0	befa.st	54	0.606663937427775	1.2923515471801	1.30596124396877	1.07235819062127	1.84081811106766	-0.0136096967886663	-0.0559464905201626	0.537	0.926	FALSE
base_k0	befa.st	55	0.606663937427775	1.28912797985972	1.33019692587694	1.08246335785179	1.83150292046939	-0.0410689460172249	-0.169454674584972	0.569	0.862	FALSE
base_k0	befa.st	56	0.606663937427775	1.24804148794479	1.32673888412019	1.07812835786476	1.79830808119744	-0.0786973961754014	-0.34337904818122	0.645	0.71	FALSE
base_k0	befa.st	57	0.606663937427775	1.37955258206147	1.32442720199033	1.09093927999287	1.85263521429056	0.0551253800711438	0.223918018869515	0.419	0.838	FALSE
base_k0	befa.st	58	0.606663937427775	1.34144195093745	1.32260808900789	1.08232393364218	1.8448095611539	0.0188338619295598	0.0765057901786625	0.461	0.922	FALSE
base_k0	befa.st	59	0.70679342000916	1.39911577655998	1.32700379235375	1.07783811916715	1.87864980419902	0.0721119842062348	0.280135541768069	0.374	0.748	FALSE
base_k0	befa.st	60	0.70679342000916	1.32577771286695	1.31283799283138	1.07333652087738	1.82469982108695	0.0129397200355714	0.0549166545372838	0.478	0.956	FALSE
base_k0	befa.st	61	0.70679342000916	1.40283012403207	1.30473527889116	1.07296260832771	1.7869435767566	0.0980948451409145	0.423723398164651	0.328	0.656	FALSE
base_k0	befa.st	62	0.70679342000916	1.31031232414181	1.31126240869291	1.07350071816851	1.78150989911117	-0.000950084551098351	-0.00403179840538736	0.501	0.998	FALSE
base_k0	befa.st	63	0.70679342000916	1.30539436395088	1.31813082830835	1.07545280233042	1.82007123295476	-0.0127364643574661	-0.0544869227443301	0.517	0.966	FALSE
base_k0	befa.st	64	0.70679342000916	1.41847473470061	1.30969434926538	1.08019903384682	1.80019512562667	0.108780385435229	0.464868771917458	0.322	0.644	FALSE
base_k0	befa.st	65	0.70679342000916	1.42054038454601	1.30570265547005	1.08220191253985	1.81396472928665	0.114837729075959	0.476318552591033	0.314	0.628	FALSE
base_k0	befa.st	66	0.70679342000916	1.31687102051519	1.33010988896706	1.08248455717257	1.83299710490756	-0.0132388684518681	-0.057129837574026	0.515	0.97	FALSE
base_k0	befa.st	67	0.86932024961994	1.36126730044986	1.30573527017162	1.08222389521611	1.78385734726424	0.0555320302782409	0.249168636199198	0.391	0.782	FALSE
